12.9	1381509154
12.8	1381509159
12.7	1381509164
12.3	1381509169
12.3	1381509174
12.8	1381509179
12.7	1381509184
12.2	1381509189
12.4	1381509194
12.7	1381509199
12.8	1381509204
12.9	1381509209
12.4	1381509214
12.7	1381509219
12.4	1381509224
12.7	1381509229
12.7	1381509234
12.3	1381509239
12.8	1381509244
12.2	1381509249
12.4	1381509254
12.3	1381509259
12.7	1381509264
12.3	1381509269
12.8	1381509274
12.3	1381509279
12.8	1381509284
12.4	1381509289
12.7	1381509294
12.7	1381509299
12.4	1381509304
12.4	1381509309
12.2	1381509314
-	1381509319
12.7	1381509329
12.2	1381509334
12.7	1381509339
12.6	1381509344
12.7	1381509349
12.3	1381509354
12.7	1381509359
12.3	1381509364
12.6	1381509369
12.6	1381509374
12.3	1381509379
12.3	1381509384
12.6	1381509389
12.3	1381509394
12.3	1381509399
12.7	1381509404
12.3	1381509409
12.2	1381509414
12.6	1381509419
12.7	1381509424
12.4	1381509429
12.2	1381509434
12.7	1381509439
12.7	1381509444
12.8	1381509450
12.3	1381509455
12.4	1381509460
12.7	1381509465
12.4	1381509470
12.8	1381509475
12.3	1381509480
12.8	1381509485
12.3	1381509490
12.4	1381509495
12.2	1381509500
12.4	1381509505
12.3	1381509510
11.6	1381509515
12.6	1381509520
12.3	1381509525
12.3	1381509530
12.7	1381509535
12.6	1381509540
12.8	1381509545
11.6	1381509550
12.2	1381509555
11.7	1381509560
11.6	1381509565
12.9	1381509570
13.1	1381509575
12.7	1381509580
12.4	1381509585
12.3	1381509590
11.6	1381509595
12.3	1381509600
12.7	1381509605
12.9	1381509610
13.2	1381509615
12.4	1381509620
12.3	1381509625
12.3	1381509630
12.7	1381509635
12.3	1381509640
12.4	1381509645
12.3	1381509650
11.6	1381509655
11.7	1381509660
12.5	1381509665
12.7	1381509670
12.7	1381509675
12.6	1381509680
12.3	1381509685
13.0	1381509690
12.3	1381509695
12.7	1381509700
12.7	1381509706
12.6	1381509711
11.7	1381509716
12.7	1381509721
11.6	1381509726
11.6	1381509731
12.3	1381509736
12.3	1381509741
12.4	1381509746
12.8	1381509751
12.7	1381509756
12.3	1381509761
12.3	1381509766
12.4	1381509771
12.7	1381509776
12.3	1381509781
12.3	1381509786
12.4	1381509791
12.2	1381509796
12.8	1381509801
13.0	1381509806
11.6	1381509811
12.8	1381509816
11.6	1381509821
12.8	1381509826
11.2	1381509831
12.2	1381509836
13.1	1381509841
12.7	1381509846
12.7	1381509851
12.2	1381509856
12.8	1381509861
12.1	1381509866
12.2	1381509871
12.4	1381509876
12.6	1381509881
12.3	1381509886
12.7	1381509891
12.7	1381509896
12.7	1381509901
12.7	1381509906
11.7	1381509911
12.3	1381509916
11.1	1381509921
12.3	1381509926
12.7	1381509931
13.0	1381509936
12.8	1381509941
12.3	1381509946
12.8	1381509951
12.5	1381509956
12.2	1381509961
12.2	1381509966
12.4	1381509971
14.2	1381509976
12.7	1381509981
12.7	1381509986
11.6	1381509991
12.3	1381509996
12.3	1381510001
12.3	1381510006
12.3	1381510011
12.3	1381510016
12.6	1381510021
12.7	1381510026
12.3	1381510031
12.3	1381510036
12.7	1381510041
12.7	1381510046
12.3	1381510051
12.2	1381510056
12.3	1381510061
12.7	1381510066
12.1	1381510071
12.3	1381510076
12.1	1381510081
12.3	1381510086
12.6	1381510091
12.4	1381510096
12.2	1381510101
12.7	1381510106
12.6	1381510111
12.7	1381510116
12.7	1381510121
12.6	1381510126
12.7	1381510131
12.7	1381510136
12.3	1381510141
12.8	1381510146
12.4	1381510151
12.1	1381510156
12.2	1381510161
12.3	1381510166
12.3	1381510171
12.3	1381510176
12.7	1381510181
12.4	1381510186
12.6	1381510191
12.2	1381510196
12.7	1381510201
12.3	1381510206
12.2	1381510211
12.3	1381510216
14.4	1381510221
12.8	1381510226
12.7	1381510231
12.3	1381510236
12.4	1381510241
12.2	1381510246
12.4	1381510251
12.4	1381510256
12.6	1381510261
12.2	1381510266
12.3	1381510271
12.8	1381510276
11.2	1381510281
12.2	1381510286
12.4	1381510291
11.3	1381510296
13.9	1381510301
12.3	1381510306
12.7	1381510311
12.7	1381510316
12.4	1381510321
12.2	1381510326
12.7	1381510331
12.3	1381510336
12.3	1381510341
13.3	1381510346
12.4	1381510351
12.8	1381510356
12.7	1381510361
12.3	1381510366
12.3	1381510371
12.4	1381510376
12.4	1381510381
12.2	1381510386
12.9	1381510391
12.2	1381510396
12.3	1381510401
11.3	1381510406
12.7	1381510411
12.4	1381510416
12.7	1381510421
12.2	1381510426
12.3	1381510431
12.4	1381510436
12.7	1381510441
12.7	1381510446
12.4	1381510451
12.7	1381510456
12.4	1381510461
12.4	1381510466
12.7	1381510471
12.7	1381510476
11.6	1381510481
12.3	1381510486
12.4	1381510491
12.4	1381510496
11.6	1381510501
11.7	1381510506
12.2	1381510511
12.4	1381510516
11.2	1381510521
12.3	1381510526
11.2	1381510531
11.6	1381510536
12.3	1381510541
12.8	1381510546
12.8	1381510551
12.7	1381510556
12.4	1381510561
12.8	1381510566
12.4	1381510571
12.3	1381510576
12.7	1381510581
12.7	1381510586
12.4	1381510591
12.4	1381510596
12.8	1381510601
12.3	1381510606
12.7	1381510611
12.3	1381510616
12.7	1381510621
11.7	1381510626
11.3	1381510631
11.3	1381510636
11.7	1381510641
12.3	1381510646
12.7	1381510651
12.7	1381510656
12.3	1381510661
12.3	1381510666
12.8	1381510671
12.5	1381510676
12.3	1381510681
12.6	1381510686
