12.3	1381506814
12.7	1381506819
12.6	1381506824
12.6	1381506829
12.3	1381506834
12.7	1381507213
13.6	1381507218
12.8	1381507223
12.6	1381507228
13.0	1381507233
12.7	1381507280
12.4	1381507285
12.7	1381507290
12.6	1381507295
12.3	1381507300
12.9	1381507305
12.3	1381507311
12.8	1381507316
12.3	1381507321
12.8	1381507326
12.4	1381507331
12.2	1381507336
12.3	1381507341
12.7	1381507421
12.2	1381507426
12.7	1381508242
12.7	1381508247
12.4	1381508252
12.3	1381508257
12.6	1381508262
12.6	1381508267
12.8	1381508272
12.3	1381508277
12.3	1381508282
12.7	1381508287
12.7	1381508292
12.2	1381508297
12.4	1381508302
12.8	1381508307
12.8	1381508312
12.4	1381508317
12.2	1381508322
12.7	1381508327
12.7	1381508332
12.6	1381508337
12.3	1381508342
12.8	1381508347
12.2	1381508352
12.3	1381508357
12.7	1381508362
12.7	1381508367
12.5	1381508372
12.3	1381508377
12.3	1381508382
12.4	1381508387
12.8	1381508392
12.3	1381508397
12.3	1381508402
12.7	1381508407
12.7	1381508412
12.3	1381508417
12.6	1381508422
12.3	1381508427
12.7	1381508432
12.8	1381508437
12.2	1381508442
12.2	1381508448
12.4	1381508453
11.7	1381508458
11.1	1381508463
11.2	1381508468
11.1	1381508473
11.2	1381508478
12.9	1381508483
12.3	1381508488
12.8	1381508493
12.4	1381508498
12.3	1381508503
12.8	1381508508
12.3	1381508513
12.7	1381508518
12.3	1381508523
12.6	1381508528
12.3	1381508533
12.4	1381508538
12.4	1381508543
12.3	1381508548
12.9	1381508553
12.2	1381508558
12.2	1381508563
12.7	1381508568
12.7	1381508573
12.3	1381508578
12.8	1381508583
12.3	1381508588
12.3	1381508593
12.4	1381508598
12.8	1381508603
12.7	1381508608
12.8	1381508613
12.2	1381508618
12.6	1381508623
12.2	1381508628
12.2	1381508633
12.7	1381508638
12.7	1381508643
12.3	1381508648
12.7	1381508653
12.3	1381508658
12.4	1381508663
12.7	1381508668
12.3	1381508673
12.8	1381508678
12.4	1381508683
12.3	1381508688
12.3	1381508694
12.8	1381508699
12.3	1381508704
12.4	1381508709
12.2	1381508714
12.7	1381508719
12.7	1381508724
12.3	1381508729
12.4	1381508734
12.3	1381508739
12.3	1381508744
12.3	1381508749
12.9	1381508754
12.3	1381508759
12.7	1381508764
12.8	1381508769
12.4	1381508774
12.4	1381508779
12.3	1381508784
12.7	1381508789
12.8	1381508794
12.3	1381508799
12.4	1381508804
12.8	1381508809
12.7	1381508814
12.4	1381508819
12.4	1381508824
12.8	1381508829
12.3	1381508834
12.3	1381508839
12.4	1381508844
12.3	1381508849
12.4	1381508854
12.7	1381508859
12.3	1381508864
12.3	1381508869
12.8	1381508874
12.8	1381508879
12.8	1381508884
12.8	1381508889
12.8	1381508894
12.1	1381508899
12.3	1381508904
12.8	1381508909
12.2	1381508914
12.3	1381508919
12.5	1381508924
12.7	1381508929
12.4	1381508934
12.6	1381508939
12.5	1381508944
12.8	1381508949
12.8	1381508954
12.7	1381508959
12.8	1381508964
12.2	1381508969
12.3	1381508974
13.2	1381508979
12.7	1381508984
12.3	1381508989
12.9	1381508994
12.8	1381508999
12.4	1381509004
12.7	1381509009
12.8	1381509014
12.3	1381509019
12.5	1381509024
12.4	1381509029
12.8	1381509034
12.4	1381509039
12.8	1381509044
12.4	1381509049
12.8	1381509054
12.3	1381509059
12.8	1381509064
12.2	1381509069
12.8	1381509074
12.3	1381509079
12.4	1381509084
12.8	1381509089
12.4	1381509094
12.8	1381509099
12.3	1381509104
12.4	1381509109
12.3	1381509114
12.7	1381509119
12.7	1381509124
12.3	1381509129
12.8	1381509134
12.2	1381509139
12.2	1381509144
12.8	1381509149
