1, 1325246472
1, 1325246487
0, 1325246595
1, 1325246610
1, 1325246625
0, 1325246640
0, 1325246655
1, 1325246670
0, 1325246685
0, 1325246700
0, 1325246715
0, 1325246730
0, 1325246745
1, 1325246760
1, 1325246775
1, 1325246790
1, 1325246805
1, 1325246820
1, 1325246835
1, 1325246850
1, 1325246865
1, 1325246880
1, 1325246895
1, 1325246910
1, 1325246925
1, 1325246940
1, 1325246955
1, 1325246970
1, 1325246985
1, 1325247000
1, 1325247015
1, 1325247030
1, 1325247045
1, 1325247060
1, 1325247075
1, 1325247090
1, 1325247105
1, 1325247120
1, 1325247135
1, 1325247150
1, 1325247165
1, 1325247180
1, 1325247195
1, 1325247210
1, 1325247225
1, 1325247240
0, 1325247255
1, 1325247270
1, 1325247285
1, 1325247300
1, 1325247315
1, 1325247330
0, 1325247345
0, 1325247360
1, 1325247375
1, 1325247390
0, 1325247405
1, 1325247420
1, 1325247435
0, 1325247450
0, 1325247465
1, 1325247480
1, 1325247495
1, 1325247510
1, 1325247525
1, 1325247540
1, 1325247555
1, 1325247570
1, 1325247585
1, 1325247600
1, 1325247615
1, 1325247630
0, 1325247645
1, 1325247660
1, 1325247675
1, 1325247690
0, 1325247705
0, 1325247720
1, 1325247735
0, 1325247750
1, 1325247765
1, 1325247780
1, 1325247795
1, 1325247810
1, 1325247825
1, 1325247840
1, 1325247855
1, 1325247870
1, 1325247885
1, 1325247900
1, 1325247915
0, 1325247930
0, 1325247945
1, 1325247960
0, 1325247975
1, 1325247990
1, 1325248005
1, 1325248020
1, 1325248035
1, 1325248050
1, 1325248065
1, 1325248080
1, 1325248095
1, 1325248110
1, 1325248125
1, 1325248140
0, 1325248155
1, 1325248170
0, 1325248185
1, 1325248200
0, 1325248215
1, 1325248230
0, 1325248245
1, 1325248260
0, 1325248275
1, 1325248290
0, 1325248305
1, 1325248320
0, 1325248335
1, 1325248350
1, 1325248365
1, 1325248380
1, 1325248395
1, 1325248410
1, 1325248425
0, 1325248440
1, 1325248455
1, 1325248470
1, 1325248485
1, 1325248500
0, 1325248515
1, 1325248530
1, 1325248545
0, 1325248560
1, 1325248575
1, 1325248590
1, 1325248605
1, 1325248620
1, 1325248635
1, 1325248650
1, 1325248665
1, 1325248680
1, 1325248695
1, 1325248710
1, 1325248725
1, 1325248740
1, 1325248755
1, 1325248770
1, 1325248785
1, 1325248800
1, 1325248815
1, 1325248830
1, 1325248845
1, 1325248860
0, 1325248875
1, 1325248890
1, 1325248905
1, 1325248920
1, 1325248935
1, 1325248950
1, 1325248965
0, 1325248980
1, 1325248995
0, 1325249010
0, 1325249025
1, 1325249040
1, 1325249055
0, 1325249070
1, 1325249085
0, 1325249100
1, 1325249115
1, 1325249130
1, 1325249145
1, 1325249160
1, 1325249175
0, 1325249190
1, 1325249205
0, 1325249220
0, 1325249235
1, 1325249250
1, 1325249265
1, 1325249280
1, 1325249295
1, 1325249310
1, 1325249325
0, 1325249340
0, 1325249355
1, 1325249370
1, 1325249385
0, 1325249400
0, 1325249415
1, 1325249430
0, 1325249445
1, 1325249460
1, 1325249475
1, 1325249490
1, 1325249505
1, 1325249520
1, 1325249535
1, 1325249550
1, 1325249565
1, 1325249580
1, 1325249595
1, 1325249610
1, 1325249625
1, 1325249640
1, 1325249655
1, 1325249670
1, 1325249685
1, 1325249700
1, 1325249715
1, 1325249730
0, 1325249745
1, 1325249760
1, 1325249775
0, 1325249790
0, 1325249805
1, 1325249820
1, 1325249835
1, 1325249850
1, 1325249865
1, 1325249880
1, 1325249895
0, 1325249910
1, 1325249925
0, 1325249940
0, 1325249955
0, 1325249970
0, 1325249985
1, 1325250000
1, 1325250015
1, 1325250030
0, 1325250045
1, 1325250060
1, 1325250075
1, 1325250090
1, 1325250105
1, 1325250120
1, 1325250135
1, 1325250150
1, 1325250165
1, 1325250180
1, 1325250195
1, 1325250210
1, 1325250225
0, 1325250240
0, 1325250255
1, 1325250270
0, 1325250285
1, 1325250300
1, 1325250315
0, 1325250330
1, 1325250345
1, 1325250360
1, 1325250375
1, 1325250390
1, 1325250405
1, 1325250420
1, 1325250435
1, 1325250450
1, 1325250465
1, 1325250480
1, 1325250495
1, 1325250510
1, 1325250525
1, 1325250540
0, 1325250555
1, 1325250570
1, 1325250585
1, 1325250600
1, 1325250615
1, 1325250630
1, 1325250645
1, 1325250660
0, 1325250675
1, 1325250690
0, 1325250705
0, 1325250720
1, 1325250735
1, 1325250750
1, 1325250765
1, 1325250780
1, 1325250795
0, 1325250810
1, 1325250825
1, 1325250840
0, 1325250855
1, 1325250870
1, 1325250885
1, 1325250900
0, 1325250915
1, 1325250930
1, 1325250945
1, 1325250960
1, 1325250975
1, 1325250990
1, 1325251005
1, 1325251020
1, 1325251035
1, 1325251050
0, 1325251065
0, 1325251080
1, 1325251095
1, 1325251110
1, 1325251125
1, 1325251140
1, 1325251155
1, 1325251170
1, 1325251185
1, 1325251200
1, 1325251215
1, 1325251230
1, 1325251245
1, 1325251260
1, 1325251275
1, 1325251290
1, 1325251305
1, 1325251320
1, 1325251335
1, 1325251350
1, 1325251365
0, 1325251380
1, 1325251395
1, 1325251410
1, 1325251425
0, 1325251440
1, 1325251455
1, 1325251470
0, 1325251485
0, 1325251500
0, 1325251515
0, 1325251530
1, 1325251545
1, 1325251560
0, 1325251575
0, 1325251590
1, 1325251605
0, 1325251620
1, 1325251635
1, 1325251650
1, 1325251665
1, 1325251680
1, 1325251695
1, 1325251710
0, 1325251725
1, 1325251740
0, 1325251755
1, 1325251770
0, 1325251785
1, 1325251800
0, 1325251815
1, 1325251830
0, 1325251845
1, 1325251860
0, 1325251875
1, 1325251890
1, 1325251905
1, 1325251920
1, 1325251935
1, 1325251950
1, 1325251965
1, 1325251980
1, 1325251995
1, 1325252010
1, 1325252025
1, 1325252040
1, 1325252055
1, 1325252070
1, 1325252085
1, 1325252100
1, 1325252115
0, 1325252130
1, 1325252145
1, 1325252160
0, 1325252175
1, 1325252190
0, 1325252205
1, 1325252220
